trade_id,side,open_time,open_price,close_time,close_price,pips,outcome,reason
trade_50,sell,2021-05-26 03:16:00+00:00,1.22602,2021-05-26 06:06:00+00:00,1.22502,10.0,win,tp
trade_48,sell,2021-05-25 18:11:00+00:00,1.22502,2021-05-26 07:10:00+00:00,1.22402,10.0,win,tp
trade_52,sell,2021-05-26 06:06:00+00:00,1.22502,2021-05-26 07:10:00+00:00,1.22402,10.0,win,tp
trade_46,sell,2021-05-25 17:02:00+00:00,1.22402,2021-05-26 11:18:00+00:00,1.22302,10.0,win,tp
trade_54,sell,2021-05-26 07:10:00+00:00,1.22402,2021-05-26 11:18:00+00:00,1.22302,10.0,win,tp
trade_24,sell,2021-05-25 01:34:00+00:00,1.22302,2021-05-26 12:51:00+00:00,1.22202,10.0,win,tp
trade_44,sell,2021-05-25 16:03:00+00:00,1.22302,2021-05-26 12:51:00+00:00,1.22202,10.0,win,tp
trade_56,sell,2021-05-26 11:18:00+00:00,1.22302,2021-05-26 12:51:00+00:00,1.22202,10.0,win,tp
trade_57,buy,2021-05-26 12:51:00+00:00,1.22202,2021-05-26 13:41:00+00:00,1.22302,10.0,win,tp
trade_60,sell,2021-05-26 13:41:00+00:00,1.22302,2021-05-26 14:58:00+00:00,1.22202,10.0,win,tp
trade_22,sell,2021-05-25 00:54:00+00:00,1.22202,2021-05-26 15:28:00+00:00,1.22102,10.0,win,tp
trade_58,sell,2021-05-26 12:51:00+00:00,1.22202,2021-05-26 15:28:00+00:00,1.22102,10.0,win,tp
trade_62,sell,2021-05-26 14:58:00+00:00,1.22202,2021-05-26 15:28:00+00:00,1.22102,10.0,win,tp
trade_16,sell,2021-05-24 09:56:00+00:00,1.22102,2021-05-26 15:53:00+00:00,1.22002,10.0,win,tp
trade_20,sell,2021-05-24 15:33:00+00:00,1.22102,2021-05-26 15:53:00+00:00,1.22002,10.0,win,tp
trade_64,sell,2021-05-26 15:28:00+00:00,1.22102,2021-05-26 15:53:00+00:00,1.22002,10.0,win,tp
trade_14,sell,2021-05-24 09:09:00+00:00,1.22002,2021-05-26 17:19:00+00:00,1.21902,10.0,win,tp
trade_66,sell,2021-05-26 15:53:00+00:00,1.22002,2021-05-26 17:19:00+00:00,1.21902,10.0,win,tp
trade_12,sell,2021-05-24 08:42:00+00:00,1.21902,2021-05-27 00:55:00+00:00,1.21802,10.0,win,tp
trade_68,sell,2021-05-26 17:19:00+00:00,1.21902,2021-05-27 00:55:00+00:00,1.21802,10.0,win,tp
trade_69,buy,2021-05-27 00:55:00+00:00,1.21802,2021-05-27 02:13:00+00:00,1.21902,10.0,win,tp
trade_67,buy,2021-05-26 17:19:00+00:00,1.21902,2021-05-27 06:06:00+00:00,1.22002,10.0,win,tp
trade_71,buy,2021-05-27 02:13:00+00:00,1.21902,2021-05-27 06:06:00+00:00,1.22002,10.0,win,tp
trade_74,sell,2021-05-27 06:06:00+00:00,1.22002,2021-05-27 06:26:00+00:00,1.21902,10.0,win,tp
trade_75,buy,2021-05-27 06:26:00+00:00,1.21902,2021-05-27 07:00:00+00:00,1.22002,10.0,win,tp
trade_65,buy,2021-05-26 15:53:00+00:00,1.22002,2021-05-27 08:02:00+00:00,1.22102,10.0,win,tp
trade_73,buy,2021-05-27 06:06:00+00:00,1.22002,2021-05-27 08:02:00+00:00,1.22102,10.0,win,tp
trade_77,buy,2021-05-27 07:00:00+00:00,1.22002,2021-05-27 08:02:00+00:00,1.22102,10.0,win,tp
trade_80,sell,2021-05-27 08:02:00+00:00,1.22102,2021-05-27 08:43:00+00:00,1.22002,10.0,win,tp
trade_78,sell,2021-05-27 07:00:00+00:00,1.22002,2021-05-27 08:56:00+00:00,1.21902,10.0,win,tp
trade_82,sell,2021-05-27 08:43:00+00:00,1.22002,2021-05-27 08:56:00+00:00,1.21902,10.0,win,tp
trade_72,sell,2021-05-27 02:13:00+00:00,1.21902,2021-05-27 08:59:00+00:00,1.21802,10.0,win,tp
trade_76,sell,2021-05-27 06:26:00+00:00,1.21902,2021-05-27 08:59:00+00:00,1.21802,10.0,win,tp
trade_84,sell,2021-05-27 08:56:00+00:00,1.21902,2021-05-27 08:59:00+00:00,1.21802,10.0,win,tp
trade_85,buy,2021-05-27 08:59:00+00:00,1.21802,2021-05-27 09:18:00+00:00,1.21902,10.0,win,tp
trade_83,buy,2021-05-27 08:56:00+00:00,1.21902,2021-05-27 10:18:00+00:00,1.22002,10.0,win,tp
trade_87,buy,2021-05-27 09:18:00+00:00,1.21902,2021-05-27 10:18:00+00:00,1.22002,10.0,win,tp
trade_81,buy,2021-05-27 08:43:00+00:00,1.22002,2021-05-27 11:19:00+00:00,1.22102,10.0,win,tp
trade_89,buy,2021-05-27 10:18:00+00:00,1.22002,2021-05-27 11:19:00+00:00,1.22102,10.0,win,tp
trade_92,sell,2021-05-27 11:19:00+00:00,1.22102,2021-05-27 11:44:00+00:00,1.22002,10.0,win,tp
trade_90,sell,2021-05-27 10:18:00+00:00,1.22002,2021-05-27 12:45:00+00:00,1.21902,10.0,win,tp
trade_94,sell,2021-05-27 11:44:00+00:00,1.22002,2021-05-27 12:45:00+00:00,1.21902,10.0,win,tp
trade_88,sell,2021-05-27 09:18:00+00:00,1.21902,2021-05-27 13:34:00+00:00,1.21802,10.0,win,tp
trade_96,sell,2021-05-27 12:45:00+00:00,1.21902,2021-05-27 13:34:00+00:00,1.21802,10.0,win,tp
trade_97,buy,2021-05-27 13:34:00+00:00,1.21802,2021-05-27 13:50:00+00:00,1.21902,10.0,win,tp
trade_95,buy,2021-05-27 12:45:00+00:00,1.21902,2021-05-27 14:02:00+00:00,1.22002,10.0,win,tp
trade_99,buy,2021-05-27 13:50:00+00:00,1.21902,2021-05-27 14:02:00+00:00,1.22002,10.0,win,tp
trade_93,buy,2021-05-27 11:44:00+00:00,1.22002,2021-05-27 14:23:00+00:00,1.22102,10.0,win,tp
trade_101,buy,2021-05-27 14:02:00+00:00,1.22002,2021-05-27 14:23:00+00:00,1.22102,10.0,win,tp
trade_104,sell,2021-05-27 14:23:00+00:00,1.22102,2021-05-27 14:39:00+00:00,1.22002,10.0,win,tp
trade_102,sell,2021-05-27 14:02:00+00:00,1.22002,2021-05-27 15:27:00+00:00,1.21902,10.0,win,tp
trade_106,sell,2021-05-27 14:39:00+00:00,1.22002,2021-05-27 15:27:00+00:00,1.21902,10.0,win,tp
trade_107,buy,2021-05-27 15:27:00+00:00,1.21902,2021-05-27 17:40:00+00:00,1.22002,10.0,win,tp
trade_110,sell,2021-05-27 17:40:00+00:00,1.22002,2021-05-27 23:43:00+00:00,1.21902,10.0,win,tp
trade_100,sell,2021-05-27 13:50:00+00:00,1.21902,2021-05-28 05:43:00+00:00,1.21802,10.0,win,tp
trade_108,sell,2021-05-27 15:27:00+00:00,1.21902,2021-05-28 05:43:00+00:00,1.21802,10.0,win,tp
trade_112,sell,2021-05-27 23:43:00+00:00,1.21902,2021-05-28 05:43:00+00:00,1.21802,10.0,win,tp
trade_113,buy,2021-05-28 05:43:00+00:00,1.21802,2021-05-28 08:02:00+00:00,1.21902,10.0,win,tp
trade_111,buy,2021-05-27 23:43:00+00:00,1.21902,2021-05-28 08:44:00+00:00,1.22002,10.0,win,tp
trade_115,buy,2021-05-28 08:02:00+00:00,1.21902,2021-05-28 08:44:00+00:00,1.22002,10.0,win,tp
trade_118,sell,2021-05-28 08:44:00+00:00,1.22002,2021-05-28 09:26:00+00:00,1.21902,10.0,win,tp
trade_116,sell,2021-05-28 08:02:00+00:00,1.21902,2021-05-28 10:42:00+00:00,1.21802,10.0,win,tp
trade_120,sell,2021-05-28 09:26:00+00:00,1.21902,2021-05-28 10:42:00+00:00,1.21802,10.0,win,tp
trade_2,sell,2021-05-24 00:00:00+00:00,1.21802,2021-05-28 11:32:00+00:00,1.21702,10.0,win,tp
trade_10,sell,2021-05-24 08:37:00+00:00,1.21802,2021-05-28 11:32:00+00:00,1.21702,10.0,win,tp
trade_70,sell,2021-05-27 00:55:00+00:00,1.21802,2021-05-28 11:32:00+00:00,1.21702,10.0,win,tp
trade_86,sell,2021-05-27 08:59:00+00:00,1.21802,2021-05-28 11:32:00+00:00,1.21702,10.0,win,tp
trade_98,sell,2021-05-27 13:34:00+00:00,1.21802,2021-05-28 11:32:00+00:00,1.21702,10.0,win,tp
trade_114,sell,2021-05-28 05:43:00+00:00,1.21802,2021-05-28 11:32:00+00:00,1.21702,10.0,win,tp
trade_122,sell,2021-05-28 10:42:00+00:00,1.21802,2021-05-28 11:32:00+00:00,1.21702,10.0,win,tp
trade_124,sell,2021-05-28 11:32:00+00:00,1.21702,2021-05-28 11:48:00+00:00,1.21602,10.0,win,tp
trade_126,sell,2021-05-28 11:48:00+00:00,1.21602,2021-05-28 12:06:00+00:00,1.21502,10.0,win,tp
trade_128,sell,2021-05-28 12:06:00+00:00,1.21502,2021-05-28 12:15:00+00:00,1.21402,10.0,win,tp
trade_129,buy,2021-05-28 12:15:00+00:00,1.21402,2021-05-28 12:31:00+00:00,1.21502,10.0,win,tp
trade_132,sell,2021-05-28 12:31:00+00:00,1.21502,2021-05-28 12:50:00+00:00,1.21402,10.0,win,tp
trade_133,buy,2021-05-28 12:50:00+00:00,1.21402,2021-05-28 13:33:00+00:00,1.21502,10.0,win,tp
trade_127,buy,2021-05-28 12:06:00+00:00,1.21502,2021-05-28 13:36:00+00:00,1.21602,10.0,win,tp
trade_131,buy,2021-05-28 12:31:00+00:00,1.21502,2021-05-28 13:36:00+00:00,1.21602,10.0,win,tp
trade_135,buy,2021-05-28 13:33:00+00:00,1.21502,2021-05-28 13:36:00+00:00,1.21602,10.0,win,tp
trade_125,buy,2021-05-28 11:48:00+00:00,1.21602,2021-05-28 14:04:00+00:00,1.21702,10.0,win,tp
trade_137,buy,2021-05-28 13:36:00+00:00,1.21602,2021-05-28 14:04:00+00:00,1.21702,10.0,win,tp
trade_123,buy,2021-05-28 11:32:00+00:00,1.21702,2021-05-28 14:34:00+00:00,1.21802,10.0,win,tp
trade_139,buy,2021-05-28 14:04:00+00:00,1.21702,2021-05-28 14:34:00+00:00,1.21802,10.0,win,tp
trade_121,buy,2021-05-28 10:42:00+00:00,1.21802,2021-05-28 15:29:00+00:00,1.21902,10.0,win,tp
trade_141,buy,2021-05-28 14:34:00+00:00,1.21802,2021-05-28 15:29:00+00:00,1.21902,10.0,win,tp
trade_119,buy,2021-05-28 09:26:00+00:00,1.21902,2021-05-28 16:16:00+00:00,1.22002,10.0,win,tp
trade_143,buy,2021-05-28 15:29:00+00:00,1.21902,2021-05-28 16:16:00+00:00,1.22002,10.0,win,tp
trade_146,sell,2021-05-28 16:16:00+00:00,1.22002,2021-05-28 20:29:00+00:00,1.21902,10.0,win,tp
trade_147,buy,2021-05-28 20:29:00+00:00,1.21902,2021-05-30 21:00:00+00:00,1.22002,10.0,win,tp
trade_150,sell,2021-05-30 21:00:00+00:00,1.22002,2021-05-30 23:56:00+00:00,1.21902,10.0,win,tp
trade_151,buy,2021-05-30 23:56:00+00:00,1.21902,2021-05-31 02:00:00+00:00,1.22002,10.0,win,tp
trade_154,sell,2021-05-31 02:00:00+00:00,1.22002,2021-05-31 06:33:00+00:00,1.21902,10.0,win,tp
trade_155,buy,2021-05-31 06:33:00+00:00,1.21902,2021-05-31 07:38:00+00:00,1.22002,10.0,win,tp
trade_158,sell,2021-05-31 07:38:00+00:00,1.22002,2021-05-31 07:57:00+00:00,1.21902,10.0,win,tp
trade_159,buy,2021-05-31 07:57:00+00:00,1.21902,2021-05-31 08:58:00+00:00,1.22002,10.0,win,tp
trade_162,sell,2021-05-31 08:58:00+00:00,1.22002,2021-05-31 09:12:00+00:00,1.21902,10.0,win,tp
trade_163,buy,2021-05-31 09:12:00+00:00,1.21902,2021-05-31 11:56:00+00:00,1.22002,10.0,win,tp
trade_105,buy,2021-05-27 14:39:00+00:00,1.22002,2021-05-31 14:52:00+00:00,1.22102,10.0,win,tp
trade_109,buy,2021-05-27 17:40:00+00:00,1.22002,2021-05-31 14:52:00+00:00,1.22102,10.0,win,tp
trade_117,buy,2021-05-28 08:44:00+00:00,1.22002,2021-05-31 14:52:00+00:00,1.22102,10.0,win,tp
trade_145,buy,2021-05-28 16:16:00+00:00,1.22002,2021-05-31 14:52:00+00:00,1.22102,10.0,win,tp
trade_149,buy,2021-05-30 21:00:00+00:00,1.22002,2021-05-31 14:52:00+00:00,1.22102,10.0,win,tp
trade_153,buy,2021-05-31 02:00:00+00:00,1.22002,2021-05-31 14:52:00+00:00,1.22102,10.0,win,tp
trade_157,buy,2021-05-31 07:38:00+00:00,1.22002,2021-05-31 14:52:00+00:00,1.22102,10.0,win,tp
trade_161,buy,2021-05-31 08:58:00+00:00,1.22002,2021-05-31 14:52:00+00:00,1.22102,10.0,win,tp
trade_165,buy,2021-05-31 11:56:00+00:00,1.22002,2021-05-31 14:52:00+00:00,1.22102,10.0,win,tp
trade_63,buy,2021-05-26 15:28:00+00:00,1.22102,2021-05-31 14:55:00+00:00,1.22202,10.0,win,tp
trade_79,buy,2021-05-27 08:02:00+00:00,1.22102,2021-05-31 14:55:00+00:00,1.22202,10.0,win,tp
trade_91,buy,2021-05-27 11:19:00+00:00,1.22102,2021-05-31 14:55:00+00:00,1.22202,10.0,win,tp
trade_103,buy,2021-05-27 14:23:00+00:00,1.22102,2021-05-31 14:55:00+00:00,1.22202,10.0,win,tp
trade_167,buy,2021-05-31 14:52:00+00:00,1.22102,2021-05-31 14:55:00+00:00,1.22202,10.0,win,tp
trade_61,buy,2021-05-26 14:58:00+00:00,1.22202,2021-05-31 15:13:00+00:00,1.22302,10.0,win,tp
trade_169,buy,2021-05-31 14:55:00+00:00,1.22202,2021-05-31 15:13:00+00:00,1.22302,10.0,win,tp
trade_172,sell,2021-05-31 15:13:00+00:00,1.22302,2021-06-01 05:28:00+00:00,1.22202,10.0,win,tp
trade_173,buy,2021-06-01 05:28:00+00:00,1.22202,2021-06-01 06:42:00+00:00,1.22302,10.0,win,tp
trade_55,buy,2021-05-26 11:18:00+00:00,1.22302,2021-06-01 07:33:00+00:00,1.22402,10.0,win,tp
trade_59,buy,2021-05-26 13:41:00+00:00,1.22302,2021-06-01 07:33:00+00:00,1.22402,10.0,win,tp
trade_171,buy,2021-05-31 15:13:00+00:00,1.22302,2021-06-01 07:33:00+00:00,1.22402,10.0,win,tp
trade_175,buy,2021-06-01 06:42:00+00:00,1.22302,2021-06-01 07:33:00+00:00,1.22402,10.0,win,tp
trade_178,sell,2021-06-01 07:33:00+00:00,1.22402,2021-06-01 08:09:00+00:00,1.22302,10.0,win,tp
trade_176,sell,2021-06-01 06:42:00+00:00,1.22302,2021-06-01 08:20:00+00:00,1.22202,10.0,win,tp
trade_180,sell,2021-06-01 08:09:00+00:00,1.22302,2021-06-01 08:20:00+00:00,1.22202,10.0,win,tp
trade_181,buy,2021-06-01 08:20:00+00:00,1.22202,2021-06-01 08:53:00+00:00,1.22302,10.0,win,tp
trade_184,sell,2021-06-01 08:53:00+00:00,1.22302,2021-06-01 11:01:00+00:00,1.22202,10.0,win,tp
trade_185,buy,2021-06-01 11:01:00+00:00,1.22202,2021-06-01 13:33:00+00:00,1.22302,10.0,win,tp
trade_179,buy,2021-06-01 08:09:00+00:00,1.22302,2021-06-01 13:57:00+00:00,1.22402,10.0,win,tp
trade_183,buy,2021-06-01 08:53:00+00:00,1.22302,2021-06-01 13:57:00+00:00,1.22402,10.0,win,tp
trade_187,buy,2021-06-01 13:33:00+00:00,1.22302,2021-06-01 13:57:00+00:00,1.22402,10.0,win,tp
trade_53,buy,2021-05-26 07:10:00+00:00,1.22402,2021-06-01 14:00:00+00:00,1.22502,10.0,win,tp
trade_177,buy,2021-06-01 07:33:00+00:00,1.22402,2021-06-01 14:00:00+00:00,1.22502,10.0,win,tp
trade_189,buy,2021-06-01 13:57:00+00:00,1.22402,2021-06-01 14:00:00+00:00,1.22502,10.0,win,tp
trade_192,sell,2021-06-01 14:00:00+00:00,1.22502,2021-06-01 14:00:00+00:00,1.22402,10.0,win,tp
trade_193,buy,2021-06-01 14:01:00+00:00,1.22402,2021-06-01 14:20:00+00:00,1.22502,10.0,win,tp
trade_196,sell,2021-06-01 14:20:00+00:00,1.22502,2021-06-01 16:00:00+00:00,1.22402,10.0,win,tp
trade_190,sell,2021-06-01 13:57:00+00:00,1.22402,2021-06-01 17:08:00+00:00,1.22302,10.0,win,tp
trade_194,sell,2021-06-01 14:01:00+00:00,1.22402,2021-06-01 17:08:00+00:00,1.22302,10.0,win,tp
trade_198,sell,2021-06-01 16:00:00+00:00,1.22402,2021-06-01 17:08:00+00:00,1.22302,10.0,win,tp
trade_188,sell,2021-06-01 13:33:00+00:00,1.22302,2021-06-01 19:32:00+00:00,1.22202,10.0,win,tp
trade_200,sell,2021-06-01 17:08:00+00:00,1.22302,2021-06-01 19:32:00+00:00,1.22202,10.0,win,tp
trade_170,sell,2021-05-31 14:55:00+00:00,1.22202,2021-06-02 06:38:00+00:00,1.22102,10.0,win,tp
trade_174,sell,2021-06-01 05:28:00+00:00,1.22202,2021-06-02 06:38:00+00:00,1.22102,10.0,win,tp
trade_182,sell,2021-06-01 08:20:00+00:00,1.22202,2021-06-02 06:38:00+00:00,1.22102,10.0,win,tp
trade_186,sell,2021-06-01 11:01:00+00:00,1.22202,2021-06-02 06:38:00+00:00,1.22102,10.0,win,tp
trade_202,sell,2021-06-01 19:32:00+00:00,1.22202,2021-06-02 06:38:00+00:00,1.22102,10.0,win,tp
trade_168,sell,2021-05-31 14:52:00+00:00,1.22102,2021-06-02 07:51:00+00:00,1.22002,10.0,win,tp
trade_204,sell,2021-06-02 06:38:00+00:00,1.22102,2021-06-02 07:51:00+00:00,1.22002,10.0,win,tp
trade_166,sell,2021-05-31 11:56:00+00:00,1.22002,2021-06-02 08:16:00+00:00,1.21902,10.0,win,tp
trade_206,sell,2021-06-02 07:51:00+00:00,1.22002,2021-06-02 08:16:00+00:00,1.21902,10.0,win,tp
trade_144,sell,2021-05-28 15:29:00+00:00,1.21902,2021-06-02 08:53:00+00:00,1.21802,10.0,win,tp
trade_148,sell,2021-05-28 20:29:00+00:00,1.21902,2021-06-02 08:53:00+00:00,1.21802,10.0,win,tp
trade_152,sell,2021-05-30 23:56:00+00:00,1.21902,2021-06-02 08:53:00+00:00,1.21802,10.0,win,tp
trade_156,sell,2021-05-31 06:33:00+00:00,1.21902,2021-06-02 08:53:00+00:00,1.21802,10.0,win,tp
trade_160,sell,2021-05-31 07:57:00+00:00,1.21902,2021-06-02 08:53:00+00:00,1.21802,10.0,win,tp
trade_164,sell,2021-05-31 09:12:00+00:00,1.21902,2021-06-02 08:53:00+00:00,1.21802,10.0,win,tp
trade_208,sell,2021-06-02 08:16:00+00:00,1.21902,2021-06-02 08:53:00+00:00,1.21802,10.0,win,tp
trade_142,sell,2021-05-28 14:34:00+00:00,1.21802,2021-06-02 09:33:00+00:00,1.21702,10.0,win,tp
trade_210,sell,2021-06-02 08:53:00+00:00,1.21802,2021-06-02 09:33:00+00:00,1.21702,10.0,win,tp
trade_211,buy,2021-06-02 09:33:00+00:00,1.21702,2021-06-02 09:57:00+00:00,1.21802,10.0,win,tp
trade_214,sell,2021-06-02 09:57:00+00:00,1.21802,2021-06-02 10:23:00+00:00,1.21702,10.0,win,tp
trade_215,buy,2021-06-02 10:23:00+00:00,1.21702,2021-06-02 11:49:00+00:00,1.21802,10.0,win,tp
trade_209,buy,2021-06-02 08:53:00+00:00,1.21802,2021-06-02 12:18:00+00:00,1.21902,10.0,win,tp
trade_213,buy,2021-06-02 09:57:00+00:00,1.21802,2021-06-02 12:18:00+00:00,1.21902,10.0,win,tp
trade_217,buy,2021-06-02 11:49:00+00:00,1.21802,2021-06-02 12:18:00+00:00,1.21902,10.0,win,tp
trade_207,buy,2021-06-02 08:16:00+00:00,1.21902,2021-06-02 13:50:00+00:00,1.22002,10.0,win,tp
trade_219,buy,2021-06-02 12:18:00+00:00,1.21902,2021-06-02 13:50:00+00:00,1.22002,10.0,win,tp
trade_205,buy,2021-06-02 07:51:00+00:00,1.22002,2021-06-02 15:13:00+00:00,1.22102,10.0,win,tp
trade_221,buy,2021-06-02 13:50:00+00:00,1.22002,2021-06-02 15:13:00+00:00,1.22102,10.0,win,tp
trade_224,sell,2021-06-02 15:13:00+00:00,1.22102,2021-06-03 05:28:00+00:00,1.22002,10.0,win,tp
trade_222,sell,2021-06-02 13:50:00+00:00,1.22002,2021-06-03 06:16:00+00:00,1.21902,10.0,win,tp
trade_226,sell,2021-06-03 05:28:00+00:00,1.22002,2021-06-03 06:16:00+00:00,1.21902,10.0,win,tp
trade_220,sell,2021-06-02 12:18:00+00:00,1.21902,2021-06-03 07:52:00+00:00,1.21802,10.0,win,tp
trade_228,sell,2021-06-03 06:16:00+00:00,1.21902,2021-06-03 07:52:00+00:00,1.21802,10.0,win,tp
trade_229,buy,2021-06-03 07:52:00+00:00,1.21802,2021-06-03 08:31:00+00:00,1.21902,10.0,win,tp
trade_227,buy,2021-06-03 06:16:00+00:00,1.21902,2021-06-03 10:00:00+00:00,1.22002,10.0,win,tp
trade_231,buy,2021-06-03 08:31:00+00:00,1.21902,2021-06-03 10:00:00+00:00,1.22002,10.0,win,tp
trade_234,sell,2021-06-03 10:00:00+00:00,1.22002,2021-06-03 10:34:00+00:00,1.21902,10.0,win,tp
trade_232,sell,2021-06-03 08:31:00+00:00,1.21902,2021-06-03 12:15:00+00:00,1.21802,10.0,win,tp
trade_236,sell,2021-06-03 10:34:00+00:00,1.21902,2021-06-03 12:15:00+00:00,1.21802,10.0,win,tp
trade_218,sell,2021-06-02 11:49:00+00:00,1.21802,2021-06-03 12:23:00+00:00,1.21702,10.0,win,tp
trade_230,sell,2021-06-03 07:52:00+00:00,1.21802,2021-06-03 12:23:00+00:00,1.21702,10.0,win,tp
trade_238,sell,2021-06-03 12:15:00+00:00,1.21802,2021-06-03 12:23:00+00:00,1.21702,10.0,win,tp
trade_140,sell,2021-05-28 14:04:00+00:00,1.21702,2021-06-03 12:26:00+00:00,1.21602,10.0,win,tp
trade_212,sell,2021-06-02 09:33:00+00:00,1.21702,2021-06-03 12:26:00+00:00,1.21602,10.0,win,tp
trade_216,sell,2021-06-02 10:23:00+00:00,1.21702,2021-06-03 12:26:00+00:00,1.21602,10.0,win,tp
trade_240,sell,2021-06-03 12:23:00+00:00,1.21702,2021-06-03 12:26:00+00:00,1.21602,10.0,win,tp
trade_241,buy,2021-06-03 12:26:00+00:00,1.21602,2021-06-03 12:39:00+00:00,1.21702,10.0,win,tp
trade_244,sell,2021-06-03 12:39:00+00:00,1.21702,2021-06-03 12:57:00+00:00,1.21602,10.0,win,tp
trade_138,sell,2021-05-28 13:36:00+00:00,1.21602,2021-06-03 13:32:00+00:00,1.21502,10.0,win,tp
trade_242,sell,2021-06-03 12:26:00+00:00,1.21602,2021-06-03 13:32:00+00:00,1.21502,10.0,win,tp
trade_246,sell,2021-06-03 12:57:00+00:00,1.21602,2021-06-03 13:32:00+00:00,1.21502,10.0,win,tp
trade_136,sell,2021-05-28 13:33:00+00:00,1.21502,2021-06-03 13:49:00+00:00,1.21402,10.0,win,tp
trade_248,sell,2021-06-03 13:32:00+00:00,1.21502,2021-06-03 13:49:00+00:00,1.21402,10.0,win,tp
trade_130,sell,2021-05-28 12:15:00+00:00,1.21402,2021-06-03 14:17:00+00:00,1.21302,10.0,win,tp
trade_134,sell,2021-05-28 12:50:00+00:00,1.21402,2021-06-03 14:17:00+00:00,1.21302,10.0,win,tp
